sha,author,date,message,hour,day_of_week,day_num,is_weekend,is_late_night,is_after_hours,commit_frequency,date_day,daily_commits,commit_variability,sentiment,sentiment_magnitude,avg_sentiment,prev_sentiment,consecutive_negative,negative_streak,is_near_release,release_commit_density,burnout_risk_score,anomaly,burnout_risk_category
6f91aed4d7e5993f020d845f57af254bcca11fc2,Fryingpannn,2025-01-04 12:18:08+00:00,UI Architecture in read me (#68),12,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,,0,0,FALSE,0,3.2,1,Moderate
5ecd53ed1bd8922131e301ea12032025440abfed,Fryingpannn,2025-01-04 13:50:12+00:00,"Cherry picked Trifall changes (#90)

* submodule

* Implement issue #20 (#64)

* Add CTRL+[ Hotkey to expand/collapse the size of the chat-bar

* Move state variables inside the ResizeAuxBarWidth action

* Remove promise and refactor label name

---------

Co-authored-by: Duke Pan <59063950+Fryingpannn@users.noreply.github.com>

---------

Co-authored-by: Jerren T <JerrenT@Trifall.com>",13,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0.1,0.1,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
53d5720392f0a775823309cfd088f4b92667ed25,Fryingpannn,2025-01-04 13:54:28+00:00,Added PearAI Logo,13,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0.1,0,0,FALSE,0,3.2,1,Moderate
14ecc3f937dc52db34854ad84d9a530986a689ad,Fryingpannn,2025-01-04 13:58:16+00:00,Update CONTRIBUTING.md,13,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
3841df09f4328fbe7cf10e1154e44fb44576455e,Fryingpannn,2025-01-04 14:00:30+00:00,"Solve merge conflicts. Running on Windows (#99)

* mc

* re

* fix windows

* module",14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
680b605bfce5f12ec0fd5a28c48683ece3ba216a,Fryingpannn,2025-01-04 14:00:55+00:00,"Update CONTRIBUTING.md (#98)

additional spectre needed for windows VS builds",14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
705d383ff4da26f460533a8f7ec6eb6015d08ad1,Fryingpannn,2025-01-04 14:01:19+00:00,Update CONTRIBUTING.md,14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
ae0ce74ee1e74f605f7b62db9b3f87b1dbdbbae6,Fryingpannn,2025-01-04 14:01:41+00:00,Update CONTRIBUTING.md,14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
d2dabed9a7d90ba9f0daf01f28740e0fc128658d,Fryingpannn,2025-01-04 14:04:58+00:00,Update CONTRIBUTING.md (#112),14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
efbff4680cb18ace66f773b9b14136bb5e4183d6,Fryingpannn,2025-01-04 14:05:50+00:00,Update README.md,14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
a691001f0ed5321ebd3bedf4d709aeb6ba8df15d,Fryingpannn,2025-01-04 14:06:14+00:00,Update README.md (#114),14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
655fd9d6e10d9595d91298d471f63472a6f264a5,Fryingpannn,2025-01-04 14:06:52+00:00,Update CONTRIBUTING.md (#115),14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
99932f2c470f56f0e548c9625391235adc30e9e2,Fryingpannn,2025-01-04 14:07:29+00:00,"mac-clean-setup (#113)

Co-authored-by: Matthew Pan <matthew.pan@coinbase.com>",14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
1889400c61971545ffd686624d01922fb681f95b,Fryingpannn,2025-01-04 14:10:03+00:00,Update README.md,14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
09a9f838a6bc24c571903778e6a0dfce76548847,Fryingpannn,2025-01-04 14:17:34+00:00,"New icons - Fixed sizes and color (#166)

* New icons fixed

* fix name",14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0.118181818,0.118181818,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
b58ab3aa3e7102a7de2373f8d106556ed64abc22,Fryingpannn,2025-01-04 14:22:02+00:00,logos rounded for linux mac (#172),14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0.118181818,0,0,FALSE,0,3.2,1,Moderate
54622e0e88a89bc1f88dbb4374265c9c856e5964,Fryingpannn,2025-01-04 14:30:36+00:00,WORKING-ICON-FINALLY (#174),14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
922e132ee34b877307e066dea0139356fd27fcc4,Fryingpannn,2025-01-04 14:33:52+00:00,"Changed close chat to use `CTRL` for windows (#178)

* changed to ctrl for close chat

* Revert ""changed to ctrl for close chat""

This reverts commit 61c9f2910f31b306e613bcdf19b0809decd0893d.

* changed to ctrl",14,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
c71de49fc5dd725ad1d06caab86696eb04fc2853,Fryingpannn,2025-01-04 15:57:42+00:00,Update README.md,15,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
5114200f5119ba892952878870ef89f5b8932105,Fryingpannn,2025-01-04 15:59:06+00:00,Update README.md,15,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
391afa5d7e5545628155393bff1737a1c49f7d71,Fryingpannn,2025-01-04 15:59:37+00:00,Update README.md,15,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
08ea5916e3949120de8209427544c269543bf0d9,Fryingpannn,2025-01-04 16:05:14+00:00,Update README.md with contributing (#237),16,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
ba0d5ec533b260818c1ddc1dc1a5051d22b8a619,Fryingpannn,2025-01-04 16:07:42+00:00,Update README.md,16,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
55ea992fdc49e08fee98a61f2534c08efba198f9,Fryingpannn,2025-01-04 16:16:30+00:00,Update README.md (#276),16,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
e351c47064595a6dfe6e23d2ef8d22978f42d935,Fryingpannn,2025-01-04 16:27:00+00:00,Update README.md,16,Saturday,5,TRUE,FALSE,FALSE,30,2025-01-04,30,0,0,0,0.004494949,0,0,0,FALSE,0,3.2,1,Moderate
